sequence,target
36 23 376 471 396 1 1 1 1 1 1 1 1 1 1,0
7 8 48 566 4 131 10 1042 1043 1 1 1 1 1 1,9
96 45 10 420 1 1 1 1 1 1 1 1 1 1 1,5
88 224 4 623 149 1 1 1 1 1 1 1 1 1 1,0
36 23 301 42 95 10 34 1 1 1 1 1 1 1 1,6
14 15 23 556 29 10 531 282 1 1 1 1 1 1 1,6
23 13582 9 7 1 1 1 1 1 1 1 1 1 1 1,8
14 15 2 10 379 4 1490 1 1 1 1 1 1 1 1,5
280 4 34 1 1 1 1 1 1 1 1 1 1 1 1,7
77 349 28 79 7 23 9 4 248 1836 119 1 1 1 1,8
14 15 23 58 29 10 120 98 1 1 1 1 1 1 1,9
36 23 327 109 178 117 185 1 1 1 1 1 1 1 1,5
36 23 486 327 178 1 1 1 1 1 1 1 1 1 1,1
36 23 587 471 396 296 280 1 1 1 1 1 1 1 1,0
320 23 2040 7 1 1 1 1 1 1 1 1 1 1 1,1
36 23 3196 56 95 10 402 1 1 1 1 1 1 1 1,6
14 15 23 109 95 10 53 1 1 1 1 1 1 1 1,6
36 23 1092 58 95 1 1 1 1 1 1 1 1 1 1,9
14 15 49 29 10 385 35 1 1 1 1 1 1 1 1,6
27 28 29 289 104 10 34 35 1 1 1 1 1 1 1,6
148 682 10 659 29 1 1 1 1 1 1 1 1 1 1,6
14 15 29 4 96 189 10 185 1 1 1 1 1 1 1,1
36 23 408 280 117 18 1 1 1 1 1 1 1 1 1,7
13583 63 13584 132 13585 1 1 1 1 1 1 1 1 1 1,5
40 23 387 388 2 95 117 309 1 1 1 1 1 1 1,1
7 23 86 1 1 1 1 1 1 1 1 1 1 1 1,0
7 8 27 28 29 614 10 5 1 1 1 1 1 1 1,6
291 37 10 1913 1171 294 1 1 1 1 1 1 1 1 1,8
9 2082 4 2235 1 1 1 1 1 1 1 1 1 1 1,8
7 8 29 4 1835 243 10 5 1 1 1 1 1 1 1,0
29 4 301 325 4 223 1 1 1 1 1 1 1 1 1,6
14 15 23 148 29 10 13586 1 1 1 1 1 1 1 1,6
36 23 2322 369 7 1 1 1 1 1 1 1 1 1 1,8
661 153 10 5 1 1 1 1 1 1 1 1 1 1 1,6
9 7 4 1471 1 1 1 1 1 1 1 1 1 1 1,8
245 29 10 659 261 1 1 1 1 1 1 1 1 1 1,6
661 29 10 1106 1 1 1 1 1 1 1 1 1 1 1,6
7 23 161 1 1 1 1 1 1 1 1 1 1 1 1,6
36 23 749 95 10 18 1 1 1 1 1 1 1 1 1,0
14 15 23 4 128 121 4 127 1 1 1 1 1 1 1,4
36 23 29 4 171 172 10 569 261 1 1 1 1 1 1,6
109 95 4 670 35 1 1 1 1 1 1 1 1 1 1,0
36 23 9 116 4 2042 525 10 526 119 1 1 1 1 1,8
787 14 15 9 7 117 4066 1 1 1 1 1 1 1 1,8
14 15 1175 109 95 134 1 1 1 1 1 1 1 1 1,5
14 15 81 10 13587 1 1 1 1 1 1 1 1 1 1,1
77 213 9 7 4 2275 39 4 216 217 1 1 1 1 1,8
14 15 29 4 96 189 1553 1 1 1 1 1 1 1 1,5
7 8 9 10 667 1 1 1 1 1 1 1 1 1 1,8
36 23 9 37 9100 39 1 1 1 1 1 1 1 1 1,8
7 8 9 519 1 1 1 1 1 1 1 1 1 1 1,1
77 302 7 8 9 37 117 398 382 1 1 1 1 1 1,8
439 14 15 9 7 117 13588 1 1 1 1 1 1 1 1,8
80 4 171 558 10 190 1 1 1 1 1 1 1 1 1,6
7 8 9 10 5134 1 1 1 1 1 1 1 1 1 1,8
14 15 29 4 33 13589 1919 1 1 1 1 1 1 1 1,6
77 78 28 79 7 23 9 4 2767 119 1 1 1 1 1,8
106 107 10 161 1 1 1 1 1 1 1 1 1 1 1,5
143 144 10 18 1 1 1 1 1 1 1 1 1 1 1,6
1629 1057 12048 10 18 1 1 1 1 1 1 1 1 1 1,6
77 302 7 8 27 28 29 289 104 10 76 35 1 1 1,6
1203 15 3697 124 68 1 1 1 1 1 1 1 1 1 1,6
301 42 10 185 1 1 1 1 1 1 1 1 1 1 1,6
864 29 10 48 18 35 1 1 1 1 1 1 1 1 1,9
36 23 1621 151 236 95 10 34 1 1 1 1 1 1 1,6
36 23 4585 56 10 1287 1 1 1 1 1 1 1 1 1,6
36 23 1839 9 295 1 1 1 1 1 1 1 1 1 1,8
36 23 27 28 3 8676 13590 726 1 1 1 1 1 1 1,5
14 15 98 296 127 128 121 129 130 1 1 1 1 1 1,4
495 102 10654 876 363 315 68 1 1 1 1 1 1 1 1,2
36 23 6728 1326 9 116 1 1 1 1 1 1 1 1 1,8
7 8 27 28 29 100 236 10 1784 35 1 1 1 1 1,6
8 3374 666 10 623 1 1 1 1 1 1 1 1 1 1,6
2 193 117 18 1 1 1 1 1 1 1 1 1 1 1,1
9 7 119 2435 1 1 1 1 1 1 1 1 1 1 1,8
8896 102 103 1 1 1 1 1 1 1 1 1 1 1 1,8
14 15 23 148 29 10 208 1 1 1 1 1 1 1 1,6
148 29 10 274 1 1 1 1 1 1 1 1 1 1 1,6
7 8 29 4 49 10 154 1 1 1 1 1 1 1 1,6
148 1433 10 48 53 1 1 1 1 1 1 1 1 1 1,6
4774 102 138 103 1 1 1 1 1 1 1 1 1 1 1,0
323 102 153 10 235 35 1 1 1 1 1 1 1 1 1,6
2036 983 175 1 1 1 1 1 1 1 1 1 1 1 1,1
7 8 9 10 562 1 1 1 1 1 1 1 1 1 1,8
148 4141 10 76 1 1 1 1 1 1 1 1 1 1 1,6
36 23 3196 56 10 1118 1 1 1 1 1 1 1 1 1,6
14 15 49 29 10 376 1 1 1 1 1 1 1 1 1,6
36 23 74 4 494 1 1 1 1 1 1 1 1 1 1,0
40 23 548 1033 551 7 1 1 1 1 1 1 1 1 1,5
14 15 1366 10 251 1 1 1 1 1 1 1 1 1 1,6
615 4081 58 29 10 2204 1 1 1 1 1 1 1 1 1,9
7 8 27 28 902 29 10 208 35 1 1 1 1 1 1,9
58 95 10 223 742 588 35 1 1 1 1 1 1 1 1,9
280 4 711 1 1 1 1 1 1 1 1 1 1 1 1,6
2135 15 13591 102 1625 836 1 1 1 1 1 1 1 1 1,6
58 95 4 208 1 1 1 1 1 1 1 1 1 1 1,0
122 5961 479 102 1900 102 103 836 1 1 1 1 1 1 1,4
36 23 387 2 95 10 43 1 1 1 1 1 1 1 1,1
36 23 1118 85 672 1 1 1 1 1 1 1 1 1 1,4
77 213 7 8 29 303 4 245 74 10 97 3701 35 1 1,6
14 15 460 4 931 1 1 1 1 1 1 1 1 1 1,7
36 23 13592 13593 5 317 1 1 1 1 1 1 1 1 1,0
36 23 344 2 95 117 5 1 1 1 1 1 1 1 1,1
2 208 81 178 1 1 1 1 1 1 1 1 1 1 1,6
40 23 753 156 10 1164 1 1 1 1 1 1 1 1 1,5
326 56 10 18 1 1 1 1 1 1 1 1 1 1 1,6
36 23 85 121 4 98 10 3786 85 1 1 1 1 1 1,4
33 29 10 18 35 1 1 1 1 1 1 1 1 1 1,8
58 1971 10 18 1 1 1 1 1 1 1 1 1 1 1,9
7 8 9 4 960 1 1 1 1 1 1 1 1 1 1,8
14 15 114 115 821 1010 1011 885 1 1 1 1 1 1 1,8
7 23 105 140 1 1 1 1 1 1 1 1 1 1 1,7
7 8 28 9 10 1174 1 1 1 1 1 1 1 1 1,8
105 15 1406 124 68 1 1 1 1 1 1 1 1 1 1,8
14 15 1421 94 29 10 1131 554 1 1 1 1 1 1 1,8
304 2289 4 260 261 1 1 1 1 1 1 1 1 1 1,0
36 23 142 88 396 1 1 1 1 1 1 1 1 1 1,0
14 15 33 29 10 5 1 1 1 1 1 1 1 1 1,6
151 1293 10 5 1 1 1 1 1 1 1 1 1 1 1,8
1246 7 23 48 2942 4 48 156 4 641 1 1 1 1 1,3
36 23 9 116 117 13594 1 1 1 1 1 1 1 1 1,8
9 7 119 353 1 1 1 1 1 1 1 1 1 1 1,8
151 436 29 10 1861 35 1 1 1 1 1 1 1 1 1,6
9 7 10 346 1 1 1 1 1 1 1 1 1 1 1,8
167 13339 132 115 784 1 1 1 1 1 1 1 1 1 1,3
18 35 403 4280 3875 661 1 1 1 1 1 1 1 1 1,6
151 330 10 161 1 1 1 1 1 1 1 1 1 1 1,6
521 63 3112 582 1107 102 1284 68 1 1 1 1 1 1 1,6
36 23 111 1278 114 115 1 1 1 1 1 1 1 1 1,0
787 14 15 9 7 117 2798 1 1 1 1 1 1 1 1,8
14 15 29 4 493 10 1562 1 1 1 1 1 1 1 1,5
795 29 10 935 1 1 1 1 1 1 1 1 1 1 1,2
29 4 171 56 10 82 1 1 1 1 1 1 1 1 1,6
77 349 28 79 7 23 9 37 4 897 742 340 119 1 1,8
369 121 4 385 1 1 1 1 1 1 1 1 1 1 1,0
77 78 28 79 7 23 27 28 29 4 245 74 10 355 171 35 ,6
36 23 289 669 10 306 306 1 1 1 1 1 1 1 1,6
14 15 23 9 7 4 1739 1 1 1 1 1 1 1 1,8
869 102 13595 1 1 1 1 1 1 1 1 1 1 1 1,6
36 23 7961 7962 235 803 414 114 115 1 1 1 1 1 1,3
7 117 29 564 1240 151 10 274 35 1 1 1 1 1 1,5
14 15 902 29 10 981 1 1 1 1 1 1 1 1 1,9
77 213 7 8 29 555 4 1320 10 4654 1131 35 1 1 1,6
7 8 167 121 4 6094 6 7 8 114 511 4 167 884 1,4
36 23 29 4 286 230 10 86 1 1 1 1 1 1 1,6
36 23 3490 1664 9 116 1 1 1 1 1 1 1 1 1,8
14 15 114 511 4 1042 1168 1 1 1 1 1 1 1 1,3
4797 102 776 1376 4463 772 315 68 1 1 1 1 1 1 1,6
61 102 103 836 1 1 1 1 1 1 1 1 1 1 1,3
7 23 1384 106 4 5 1 1 1 1 1 1 1 1 1,8
9 7 4 2125 1 1 1 1 1 1 1 1 1 1 1,8
1062 2 296 109 54 117 1063 81 10 5 35 1 1 1 1,5
140 4 82 1 1 1 1 1 1 1 1 1 1 1 1,0
77 302 7 8 9 117 453 294 1 1 1 1 1 1 1,8
2443 4 1278 13596 1 1 1 1 1 1 1 1 1 1 1,3
476 474 102 1625 1 1 1 1 1 1 1 1 1 1 1,4
495 102 699 102 103 1 1 1 1 1 1 1 1 1 1,7
787 14 15 9 7 117 922 1 1 1 1 1 1 1 1,8
36 23 83 108 10 486 1 1 1 1 1 1 1 1 1,6
36 23 5 1270 85 121 742 1638 1 1 1 1 1 1 1,4
36 23 1213 1092 85 121 1 1 1 1 1 1 1 1 1,4
14 15 1569 29 10 420 1 1 1 1 1 1 1 1 1,6
77 78 28 79 23 280 4 53 35 1 1 1 1 1 1,0
14 15 1649 189 29 10 420 1 1 1 1 1 1 1 1,5
14 15 13597 29 10 82 1 1 1 1 1 1 1 1 1,2
40 23 9 37 1 1 1 1 1 1 1 1 1 1 1,8
77 213 7 8 29 555 4 7786 74 10 160 35 1 1 1,8
931 148 29 1 1 1 1 1 1 1 1 1 1 1 1,6
344 2 95 117 208 1 1 1 1 1 1 1 1 1 1,4
36 23 3424 386 85 121 1 1 1 1 1 1 1 1 1,4
2045 102 103 1169 68 1 1 1 1 1 1 1 1 1 1,0
58 29 10 18 35 1 1 1 1 1 1 1 1 1 1,9
7 8 27 28 29 4 661 10 5 1 1 1 1 1 1,6
77 213 7 8 29 555 4 263 10 385 35 1 1 1 1,6
7 8 9 4 234 1 1 1 1 1 1 1 1 1 1,8
36 23 954 171 172 95 10 955 956 1 1 1 1 1 1,5
148 153 10 274 35 1 1 1 1 1 1 1 1 1 1,6
9 116 4 4050 4051 1339 119 1 1 1 1 1 1 1 1,8
7 8 9 10 11 1 1 1 1 1 1 1 1 1 1,8
9 7 10 1559 1 1 1 1 1 1 1 1 1 1 1,8
148 29 10 420 1 1 1 1 1 1 1 1 1 1 1,6
77 78 28 79 7 23 9 519 117 383 294 1 1 1 1,8
14 15 148 29 1 1 1 1 1 1 1 1 1 1 1,8
77 302 7 8 9 7 117 1853 119 216 217 384 1 1 1,8
36 23 1057 325 10 420 1 1 1 1 1 1 1 1 1,6
36 23 9 116 4 2296 525 10 943 119 1 1 1 1 1,8
49 102 153 1 1 1 1 1 1 1 1 1 1 1 1,8
36 23 155 119 291 7 1 1 1 1 1 1 1 1 1,8
140 4 76 1 1 1 1 1 1 1 1 1 1 1 1,6
4608 102 1239 621 1 1 1 1 1 1 1 1 1 1 1,6
13598 1122 100 1421 94 86 1 1 1 1 1 1 1 1 1,6
14 15 23 48 148 29 10 255 1 1 1 1 1 1 1,6
5317 63 447 103 1 1 1 1 1 1 1 1 1 1 1,3
14 15 109 95 4 420 1 1 1 1 1 1 1 1 1,1
564 236 33 29 10 208 35 1 1 1 1 1 1 1 1,6
9 7 4 3313 1 1 1 1 1 1 1 1 1 1 1,8
7 117 29 1985 3172 33 10 5 35 1 1 1 1 1 1,5
4397 102 567 103 501 1 1 1 1 1 1 1 1 1 1,2
13599 102 567 1 1 1 1 1 1 1 1 1 1 1 1,6
77 349 28 79 23 27 28 80 226 10 713 35 1 1 1,5
23 1106 35 7 1 1 1 1 1 1 1 1 1 1 1,1
88 224 4 222 531 1 1 1 1 1 1 1 1 1 1,0
40 23 74 4 3911 395 17 160 1 1 1 1 1 1 1,6
77 302 7 8 29 555 4 301 325 10 154 1 1 1 1,6
2956 4 34 1 1 1 1 1 1 1 1 1 1 1 1,6
14 15 49 29 10 385 35 1 1 1 1 1 1 1 1,6
14 15 9 116 10 13600 1 1 1 1 1 1 1 1 1,8
40 23 805 511 4 35 664 1331 1 1 1 1 1 1 1,3
320 23 58 95 10 34 1 1 1 1 1 1 1 1 1,9
36 23 29 4 493 10 569 261 1 1 1 1 1 1 1,6
14 15 114 115 13601 225 518 1 1 1 1 1 1 1 1,2
36 23 493 95 117 161 1 1 1 1 1 1 1 1 1,6
77 213 7 8 29 303 4 245 74 10 35 1 1 1 1,8
1356 102 5614 9493 13602 449 196 5615 68 60 3046 1 1 1 1,3
795 29 10 34 1 1 1 1 1 1 1 1 1 1 1,2
77 302 7 8 9 117 1503 6737 10 768 294 1 1 1 1,8
58 95 10 531 1 1 1 1 1 1 1 1 1 1 1,9
36 23 301 108 95 10 223 1 1 1 1 1 1 1 1,6
476 474 63 620 15 103 1 1 1 1 1 1 1 1 1,3
7 8 28 9 10 562 1 1 1 1 1 1 1 1 1,8
927 15 1356 2906 412 448 68 1 1 1 1 1 1 1 1,3
14 15 23 121 4 166 10 3024 167 1 1 1 1 1 1,4
198 14 15 9 7 1 1 1 1 1 1 1 1 1 1,8
29 4 151 230 10 173 1 1 1 1 1 1 1 1 1,6
14 15 148 29 10 1 1 1 1 1 1 1 1 1 1,6
36 23 88 396 10 223 1 1 1 1 1 1 1 1 1,0
36 23 5763 35 317 1 1 1 1 1 1 1 1 1 1,0
140 4 1287 1 1 1 1 1 1 1 1 1 1 1 1,6
36 23 82 171 325 95 1 1 1 1 1 1 1 1 1,6
55 56 259 10 274 1 1 1 1 1 1 1 1 1 1,6
787 54 15 9 7 1 1 1 1 1 1 1 1 1 1,8
286 1057 325 10 18 1 1 1 1 1 1 1 1 1 1,6
4644 474 63 620 15 103 836 1 1 1 1 1 1 1 1,3
14 15 3033 701 565 10 154 1 1 1 1 1 1 1 1,6
77 213 7 8 29 555 4 245 74 10 670 35 1 1 1,6
148 1040 10 5 6 1 1 1 1 1 1 1 1 1 1,6
3325 15 83 108 1898 60 432 1 1 1 1 1 1 1 1,6
98 324 325 10 98 1 1 1 1 1 1 1 1 1 1,6
77 302 7 8 9 7 117 8081 525 216 217 384 1 1 1,8
7 8 9 4 1982 1 1 1 1 1 1 1 1 1 1,8
40 23 74 4 93 94 17 34 1 1 1 1 1 1 1,6
14 15 756 29 10 173 106 1 1 1 1 1 1 1 1,6
9 116 4 3511 525 10 1339 1 1 1 1 1 1 1 1,8
4644 474 823 63 620 103 1 1 1 1 1 1 1 1 1,3
309 55 56 95 1 1 1 1 1 1 1 1 1 1 1,6
40 23 2 178 4 1130 1131 35 1 1 1 1 1 1 1,1
77 302 7 8 9 7 117 1503 768 119 216 217 384 1 1,8
389 8 28 29 83 108 10 82 1 1 1 1 1 1 1,6
564 301 325 10 5 1 1 1 1 1 1 1 1 1 1,6
74 4 92 810 17 34 74 4 83 186 1 1 1 1 1,6
14 15 23 128 121 4 2765 1 1 1 1 1 1 1 1,4
301 325 10 5 35 1 1 1 1 1 1 1 1 1 1,6
171 325 148 153 10 190 1 1 1 1 1 1 1 1 1,6
114 4 18 156 2402 1 1 1 1 1 1 1 1 1 1,3
14 15 460 4 1303 1 1 1 1 1 1 1 1 1 1,7
36 23 344 2 95 10 288 1 1 1 1 1 1 1 1,5
493 153 10 5 1 1 1 1 1 1 1 1 1 1 1,6
29 4 171 56 10 659 261 1 1 1 1 1 1 1 1,6
7 8 28 9 10 960 1 1 1 1 1 1 1 1 1,8
1610 5976 1057 325 148 10 7575 35 1 1 1 1 1 1 1,5
36 23 286 230 95 10 82 1 1 1 1 1 1 1 1,5
2 95 10 161 1 1 1 1 1 1 1 1 1 1 1,5
14 15 29 4 13603 10 255 1 1 1 1 1 1 1 1,6
85 121 4 98 1 1 1 1 1 1 1 1 1 1 1,4
7 8 28 9 562 1 1 1 1 1 1 1 1 1 1,8
77 213 7 8 96 172 153 10 34 35 1 1 1 1 1,0
36 23 825 10 548 1 1 1 1 1 1 1 1 1 1,6
36 23 208 344 56 95 1 1 1 1 1 1 1 1 1,6
471 2780 4 587 1 1 1 1 1 1 1 1 1 1 1,0
1679 63 620 7655 1 1 1 1 1 1 1 1 1 1 1,3
8793 23 74 4 289 104 17 34 1 1 1 1 1 1 1,6
29 4 152 10 127 1 1 1 1 1 1 1 1 1 1,6
148 153 17 420 35 1 1 1 1 1 1 1 1 1 1,6
596 344 2 95 1 1 1 1 1 1 1 1 1 1 1,8
1283 10 34 1 1 1 1 1 1 1 1 1 1 1 1,1
495 15 4218 719 523 1 1 1 1 1 1 1 1 1 1,6
148 153 10 839 1 1 1 1 1 1 1 1 1 1 1,6
7 8 2 193 10 1043 5 742 1268 1 1 1 1 1 1,1
36 23 548 387 388 2 95 1 1 1 1 1 1 1 1,1
18 1646 2583 563 1 1 1 1 1 1 1 1 1 1 1,5
77 349 28 79 9 7 4 3485 525 1 1 1 1 1 1,8
439 14 15 9 7 117 5991 1 1 1 1 1 1 1 1,8
9 748 1 1 1 1 1 1 1 1 1 1 1 1 1,8
148 29 10 1131 35 1 1 1 1 1 1 1 1 1 1,6
14 15 109 95 1 1 1 1 1 1 1 1 1 1 1,0
36 23 1175 109 243 10 274 1 1 1 1 1 1 1 1,6
77 302 7 8 9 7 117 435 119 4 384 216 217 1 1,8
14 15 85 7 4 9161 1 1 1 1 1 1 1 1 1,4
9 6718 1 1 1 1 1 1 1 1 1 1 1 1 1,8
9 7 4 6917 2177 1 1 1 1 1 1 1 1 1 1,8
14 15 151 436 29 10 13604 1 1 1 1 1 1 1 1,6
14 15 2969 2875 4 990 294 1 1 1 1 1 1 1 1,8
36 23 2 193 117 1118 1 1 1 1 1 1 1 1 1,1
77 349 28 79 7 23 58 95 4 160 35 1 1 1 1,9
77 349 28 79 7 23 9 37 4 3462 742 706 119 1 1,0
14 15 29 6273 10 1303 1 1 1 1 1 1 1 1 1,7
77 349 28 79 7 23 9 117 1477 294 1 1 1 1 1,8
29 4 289 1569 10 260 261 1 1 1 1 1 1 1 1,6
122 15 269 68 1 1 1 1 1 1 1 1 1 1 1,9
58 29 10 223 1 1 1 1 1 1 1 1 1 1 1,9
77 349 28 79 7 23 9 4 248 340 119 1 1 1 1,8
36 23 2916 566 117 1030 1 1 1 1 1 1 1 1 1,5
454 4 455 10 43 1 1 1 1 1 1 1 1 1 1,4
2 1128 10 235 1 1 1 1 1 1 1 1 1 1 1,5
58 95 10 18 1 1 1 1 1 1 1 1 1 1 1,9
14 15 58 29 4 13605 1 1 1 1 1 1 1 1 1,9
13606 1 1 1 1 1 1 1 1 1 1 1 1 1 1,8
77 349 28 79 7 23 27 28 80 81 4 160 1 1 1,1
7 8 28 724 280 4 134 35 1 1 1 1 1 1 1,7
109 95 10 34 35 1 1 1 1 1 1 1 1 1 1,5
14 15 29 4 152 10 154 1 1 1 1 1 1 1 1,6
7 8 9 10 234 1 1 1 1 1 1 1 1 1 1,8
77 322 7 1 1 1 1 1 1 1 1 1 1 1 1,3
148 153 10 5 35 1 1 1 1 1 1 1 1 1 1,6
29 4 49 10 13607 1 1 1 1 1 1 1 1 1 1,6
23 9 7 1 1 1 1 1 1 1 1 1 1 1 1,8
14 15 23 13608 29 10 13609 1 1 1 1 1 1 1 1,6
7 8 29 4 230 10 1706 1 1 1 1 1 1 1 1,6
7 8 9 519 1 1 1 1 1 1 1 1 1 1 1,8
33 29 10 185 106 1 1 1 1 1 1 1 1 1 1,6
77 349 28 9 7 4 581 119 1 1 1 1 1 1 1,8
36 23 18 471 396 1 1 1 1 1 1 1 1 1 1,0
36 23 48 175 3431 4 13610 1 1 1 1 1 1 1 1,0
36 23 2449 1091 7 1 1 1 1 1 1 1 1 1 1,5
14 15 6429 10 531 1 1 1 1 1 1 1 1 1 1,9
9 1 1 1 1 1 1 1 1 1 1 1 1 1 1,6
77 349 28 79 7 23 9 1 1 1 1 1 1 1 1,2
14 15 167 121 4 3393 1 1 1 1 1 1 1 1 1,3
109 95 10 2045 1 1 1 1 1 1 1 1 1 1 1,5
29 4 493 10 587 1 1 1 1 1 1 1 1 1 1,6
9 116 10 706 1 1 1 1 1 1 1 1 1 1 1,8
9 7 1 1 1 1 1 1 1 1 1 1 1 1 1,8
2693 56 29 10 355 171 1 1 1 1 1 1 1 1 1,6
420 63 1044 196 315 68 1 1 1 1 1 1 1 1 1,6
2 3 10 711 1 1 1 1 1 1 1 1 1 1 1,1
77 213 9 7 4 3056 39 4 216 217 1 1 1 1 1,8
974 63 447 4890 1441 68 1 1 1 1 1 1 1 1 1,3
36 23 29 4 326 142 485 10 274 1 1 1 1 1 1,6
9 7 119 1201 1 1 1 1 1 1 1 1 1 1 1,8
7 8 9 4 13611 1 1 1 1 1 1 1 1 1 1,8
77 349 28 79 7 23 9 37 10 1436 119 1 1 1 1,8
36 117 2 13612 10 961 8129 4 1704 1 1 1 1 1 1,1
198 199 15 23 9 7 1 1 1 1 1 1 1 1 1,6
7 8 9 116 4 1689 1 1 1 1 1 1 1 1 1,0
69 1723 1505 13613 121 1 1 1 1 1 1 1 1 1 1,3
13614 4080 102 140 621 1 1 1 1 1 1 1 1 1 1,0
661 148 153 10 1385 1 1 1 1 1 1 1 1 1 1,6
439 14 15 9 7 117 10357 1 1 1 1 1 1 1 1,8
4603 396 4 76 1 1 1 1 1 1 1 1 1 1 1,0
36 23 58 29 10 5 1 1 1 1 1 1 1 1 1,9
77 349 28 79 7 23 9 4 490 119 1 1 1 1 1,8
77 302 7 8 29 555 4 1320 10 309 35 1 1 1 1,6
29 4 701 236 10 5 151 1 1 1 1 1 1 1 1,6
13615 8 27 28 29 151 1906 10 223 35 1 1 1 1 1,6
77 302 7 8 9 7 117 4459 382 10 2142 119 216 217 384 ,8
8523 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0
173 1175 109 95 1 1 1 1 1 1 1 1 1 1 1,5
13616 102 3435 1 1 1 1 1 1 1 1 1 1 1 1,3
7 8 27 28 902 29 10 82 35 1 1 1 1 1 1,0
9 7 4 3953 1 1 1 1 1 1 1 1 1 1 1,8
391 153 10 48 5383 1 1 1 1 1 1 1 1 1 1,6
148 1040 4 18 1 1 1 1 1 1 1 1 1 1 1,6
14 15 29 100 55 10 1294 1 1 1 1 1 1 1 1,6
14 15 23 29 4 55 56 10 34 1 1 1 1 1 1,6
58 95 10 5 1 1 1 1 1 1 1 1 1 1 1,8
36 23 9 116 4 1883 525 10 1339 119 1 1 1 1 1,8
7 8 29 4 301 325 296 151 162 10 5 1 1 1 1,5
9 116 1 1 1 1 1 1 1 1 1 1 1 1 1,8
36 23 5 13617 7857 7 1 1 1 1 1 1 1 1 1,3
439 54 15 9 7 119 2125 525 13618 2528 1 1 1 1 1,8
27 28 29 1320 10 161 35 1 1 1 1 1 1 1 1,6
105 15 1406 124 68 1 1 1 1 1 1 1 1 1 1,6
14 6709 29 4 154 1 1 1 1 1 1 1 1 1 1,6
36 23 223 85 121 10 2274 1 1 1 1 1 1 1 1,5
9 7 119 2215 1 1 1 1 1 1 1 1 1 1 1,8
148 29 10 6117 98 1 1 1 1 1 1 1 1 1 1,6
14 15 1662 167 531 121 1 1 1 1 1 1 1 1 1,6
36 23 333 334 95 10 376 1 1 1 1 1 1 1 1,6
2 193 117 705 1 1 1 1 1 1 1 1 1 1 1,1
14 15 151 1317 29 10 82 1 1 1 1 1 1 1 1,6
7 5 1 1 1 1 1 1 1 1 1 1 1 1 1,6
7 8 81 4 5 1 1 1 1 1 1 1 1 1 1,5
595 153 1 1 1 1 1 1 1 1 1 1 1 1 1,6
14 15 821 1615 70 1 1 1 1 1 1 1 1 1 1,4
9 519 117 1355 119 4 216 217 1 1 1 1 1 1 1,8
77 78 28 79 7 23 27 28 29 4 4040 74 10 309 35 ,6
106 107 4 385 35 1 1 1 1 1 1 1 1 1 1,6
14 15 148 29 34 1 1 1 1 1 1 1 1 1 1,1
106 107 10 420 1 1 1 1 1 1 1 1 1 1 1,6
36 23 2322 945 551 715 114 115 1 1 1 1 1 1 1,3
564 565 10 154 35 1 1 1 1 1 1 1 1 1 1,6
29 4 795 10 98 1 1 1 1 1 1 1 1 1 1,9
29 4 55 56 10 385 1 1 1 1 1 1 1 1 1,6
7 8 28 9 10 234 1 1 1 1 1 1 1 1 1,8
77 349 28 79 7 23 9 4 119 662 1 1 1 1 1,8
1220 15 1406 124 68 1 1 1 1 1 1 1 1 1 1,6
7 8 9 10 960 1 1 1 1 1 1 1 1 1 1,7
153 4 151 1967 12048 10 161 1 1 1 1 1 1 1 1,6
36 23 85 672 309 1 1 1 1 1 1 1 1 1 1,8
27 28 29 864 612 10 18 1 1 1 1 1 1 1 1,1
7 8 9 407 1 1 1 1 1 1 1 1 1 1 1,8
320 117 4870 1459 1669 114 115 1671 1 1 1 1 1 1 1,0
77 302 7 8 9 7 117 1319 119 4 384 216 217 1 1,8
58 13619 10 659 261 1 1 1 1 1 1 1 1 1 1,0
77 78 28 79 7 23 9 116 4 581 119 1 1 1 1,8
36 23 1586 946 1 1 1 1 1 1 1 1 1 1 1,0
77 78 28 79 23 9 7 441 119 1 1 1 1 1 1,8
564 151 17 161 1 1 1 1 1 1 1 1 1 1 1,2
33 153 10 208 35 1 1 1 1 1 1 1 1 1 1,6
749 29 10 5 35 1 1 1 1 1 1 1 1 1 1,6
171 108 148 10 711 171 1 1 1 1 1 1 1 1 1,6
14 15 29 4 509 510 154 1 1 1 1 1 1 1 1,6
58 95 4 461 35 1 1 1 1 1 1 1 1 1 1,9
29 4 301 56 10 1939 1940 1 1 1 1 1 1 1 1,6
36 23 104 29 753 10 309 1 1 1 1 1 1 1 1,5
40 23 58 95 1 1 1 1 1 1 1 1 1 1 1,9
495 102 2023 1 1 1 1 1 1 1 1 1 1 1 1,6
14 15 13620 511 4 1178 1 1 1 1 1 1 1 1 1,4
148 153 10 311 1 1 1 1 1 1 1 1 1 1 1,6
14 15 114 6144 6145 1139 664 1331 783 633 115 1 1 1 1,4
14 15 148 29 10 376 1 1 1 1 1 1 1 1 1,6
36 23 55 56 10 456 1 1 1 1 1 1 1 1 1,5
77 36 23 9 37 1 1 1 1 1 1 1 1 1 1,8
7 23 5 1 1 1 1 1 1 1 1 1 1 1 1,0
36 23 48 310 95 1 1 1 1 1 1 1 1 1 1,5
148 153 10 5 1 1 1 1 1 1 1 1 1 1 1,6
7 2990 27 28 29 2991 33 1 1 1 1 1 1 1 1,6
